EstadoCivil,Genero,IngresoAnual,TotalHijos,Educacion,Ocupacion,Propietario,CantAutomoviles,Distancia,Region,Edad,ComproBicicleta
C,M,70000.0,5,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,46,1
S,F,60000.0,2,'Estudios universitarios (en curso)',Profesional,1,2,'10+ Km.',Norte,63,0
S,F,90000.0,0,Licenciatura,Profesional,1,3,'10+ Km.',Sur,38,0
C,M,90000.0,4,'Educación secundaria',Profesional,1,2,'5-10 Km.',Norte,52,0
S,M,60000.0,1,'Estudios de postgrado',Gestión,1,1,'2-5 Km.',Norte,83,0
S,M,90000.0,0,Licenciatura,Profesional,0,3,'10+ Km.',Sur,40,1
C,M,40000.0,0,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Norte,37,0
C,M,100000.0,3,'Estudios universitarios (en curso)',Gestión,1,4,'5-10 Km.',Centro,62,1
S,M,30000.0,0,'Estudios universitarios (en curso)',Administrativo,1,1,'2-5 Km.',Centro,35,1
S,M,20000.0,0,'Educación secundaria',Obrero,0,1,'1-2 Km.',Centro,35,0
S,F,10000.0,0,'Educación secundaria (en curso)',Obrero,0,2,'0-1 Km.',Centro,39,0
S,M,80000.0,0,Licenciatura,Gestión,0,1,'2-5 Km.',Norte,40,0
S,M,30000.0,1,'Educación secundaria',Administrativo,0,1,'5-10 Km.',Norte,58,0
C,M,80000.0,4,'Estudios de postgrado',Gestión,0,1,'0-1 Km.',Sur,43,0
C,F,20000.0,2,'Educación secundaria',Obrero,0,2,'0-1 Km.',Norte,60,1
C,F,70000.0,2,'Estudios universitarios (en curso)',Profesional,1,1,'10+ Km.',Norte,65,0
S,M,60000.0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5-10 Km.',Norte,36,0
S,F,20000.0,0,'Educación secundaria (en curso)',Obrero,1,2,'1-2 Km.',Centro,42,0
S,F,60000.0,1,Licenciatura,Profesional,1,1,'2-5 Km.',Norte,54,1
C,M,40000.0,4,'Educación secundaria','Obrero especializado',0,2,'0-1 Km.',Norte,53,1
C,F,80000.0,5,'Estudios de postgrado',Gestión,1,3,'0-1 Km.',Sur,46,1
S,F,70000.0,2,Licenciatura,Gestión,0,1,'2-5 Km.',Norte,65,1
C,M,130000.0,4,'Estudios universitarios (en curso)',Profesional,0,2,'10+ Km.',Centro,60,1
S,F,130000.0,0,'Educación secundaria (en curso)',Gestión,0,4,'10+ Km.',Sur,41,0
S,F,40000.0,2,'Educación secundaria',Profesional,1,2,'10+ Km.',Norte,65,0
S,M,30000.0,1,Licenciatura,Administrativo,0,0,'0-1 Km.',Centro,45,0
S,M,20000.0,1,Licenciatura,Obrero,1,0,'0-1 Km.',Centro,55,0
S,F,70000.0,3,'Estudios de postgrado',Gestión,0,2,'1-2 Km.',Norte,60,1
C,F,90000.0,4,'Educación secundaria',Profesional,1,2,'5-10 Km.',Norte,53,0
S,M,70000.0,0,Licenciatura,Profesional,1,1,'5-10 Km.',Sur,48,1
S,M,70000.0,4,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,43,1
S,M,30000.0,0,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Norte,36,0
S,M,60000.0,2,'Estudios de postgrado',Profesional,0,0,'0-1 Km.',Norte,45,1
C,F,30000.0,2,'Estudios universitarios (en curso)',Administrativo,0,2,'1-2 Km.',Sur,65,1
C,F,60000.0,2,Licenciatura,Gestión,1,0,'10+ Km.',Norte,65,0
C,M,70000.0,5,Licenciatura,Profesional,1,3,'10+ Km.',Sur,46,0
C,F,10000.0,4,'Educación secundaria','Obrero especializado',1,2,'2-5 Km.',Norte,84,0
C,F,40000.0,1,Licenciatura,'Obrero especializado',1,0,'0-1 Km.',Centro,49,0
S,F,60000.0,4,Licenciatura,Profesional,0,2,'0-1 Km.',Norte,50,1
S,M,50000.0,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'5-10 Km.',Norte,38,0
C,M,70000.0,5,'Estudios de postgrado',Profesional,1,2,'2-5 Km.',Norte,44,0
S,F,80000.0,2,'Educación secundaria','Obrero especializado',0,2,'1-2 Km.',Sur,57,1
S,M,40000.0,0,Licenciatura,Profesional,0,1,'0-1 Km.',Norte,53,0
S,F,30000.0,0,'Estudios universitarios (en curso)',Administrativo,1,1,'2-5 Km.',Centro,35,0
S,F,70000.0,1,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5-10 Km.',Sur,55,1
S,M,60000.0,3,'Educación secundaria',Profesional,1,2,'10+ Km.',Norte,61,1
S,M,60000.0,2,Licenciatura,'Obrero especializado',1,0,'2-5 Km.',Norte,43,1
C,M,120000.0,2,Licenciatura,Gestión,1,2,'10+ Km.',Centro,59,1
C,M,70000.0,4,Licenciatura,Gestión,1,2,'10+ Km.',Norte,68,0
S,M,70000.0,2,'Educación secundaria',Profesional,1,2,'10+ Km.',Norte,62,1
C,F,150000.0,1,'Estudios de postgrado',Gestión,1,2,'2-5 Km.',Norte,75,1
C,F,30000.0,0,'Educación secundaria (en curso)',Administrativo,0,2,'0-1 Km.',Norte,35,0
C,M,70000.0,4,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,42,1
S,F,40000.0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5-10 Km.',Norte,36,0
S,M,20000.0,0,'Educación secundaria',Obrero,0,1,'2-5 Km.',Centro,35,0
S,F,30000.0,0,'Estudios universitarios (en curso)',Administrativo,0,1,'0-1 Km.',Centro,38,0
S,M,60000.0,3,Licenciatura,Profesional,0,2,'0-1 Km.',Sur,50,1
S,F,20000.0,0,'Educación secundaria (en curso)',Obrero,1,2,'1-2 Km.',Centro,41,0
C,M,70000.0,5,Licenciatura,Profesional,1,3,'10+ Km.',Sur,46,1
S,M,30000.0,1,'Estudios de postgrado',Administrativo,1,0,'0-1 Km.',Centro,54,1
C,M,30000.0,2,'Educación secundaria','Obrero especializado',1,2,'1-2 Km.',Norte,54,0
S,M,20000.0,3,'Educación secundaria',Obrero,0,2,'0-1 Km.',Centro,49,0
C,F,80000.0,5,'Estudios universitarios (en curso)',Profesional,1,3,'5-10 Km.',Norte,50,0
S,F,30000.0,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5-10 Km.',Norte,35,0
S,F,30000.0,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'1-2 Km.',Norte,34,0
S,M,50000.0,0,'Estudios de postgrado','Obrero especializado',1,0,'1-2 Km.',Centro,42,0
S,F,120000.0,3,Licenciatura,Gestión,1,3,'10+ Km.',Centro,60,0
C,M,30000.0,3,'Estudios de postgrado',Administrativo,1,0,'0-1 Km.',Centro,52,1
C,F,60000.0,1,'Estudios de postgrado',Profesional,1,0,'0-1 Km.',Norte,41,0
C,F,60000.0,2,Licenciatura,Gestión,1,0,'2-5 Km.',Norte,65,0
S,M,20000.0,0,'Estudios universitarios (en curso)',Obrero,1,1,'2-5 Km.',Centro,43,0
C,F,40000.0,1,'Estudios de postgrado','Obrero especializado',1,0,'0-1 Km.',Norte,39,0
S,F,60000.0,2,'Estudios de postgrado',Gestión,0,1,'0-1 Km.',Sur,70,1
C,F,40000.0,1,Licenciatura,'Obrero especializado',1,1,'2-5 Km.',Norte,42,1
S,M,20000.0,0,'Educación secundaria (en curso)',Obrero,1,2,'1-2 Km.',Centro,40,0
S,M,30000.0,3,'Estudios universitarios (en curso)',Administrativo,1,2,'0-1 Km.',Centro,34,0
S,M,70000.0,4,Licenciatura,Profesional,1,2,'2-5 Km.',Norte,50,1
C,M,30000.0,3,'Estudios universitarios (en curso)',Administrativo,0,2,'1-2 Km.',Sur,63,1
C,F,30000.0,1,Licenciatura,Administrativo,1,1,'2-5 Km.',Centro,45,1
S,F,60000.0,3,Licenciatura,'Obrero especializado',1,1,'0-1 Km.',Norte,47,0
C,F,80000.0,2,'Educación secundaria (en curso)','Obrero especializado',1,2,'5-10 Km.',Norte,56,0
C,F,30000.0,5,'Educación secundaria (en curso)','Obrero especializado',1,3,'10+ Km.',Norte,68,1
C,M,130000.0,1,Licenciatura,Gestión,1,3,'0-1 Km.',Norte,52,1
S,M,70000.0,0,Licenciatura,Profesional,0,1,'5-10 Km.',Sur,45,0
C,M,10000.0,3,'Estudios universitarios (en curso)',Obrero,1,1,'2-5 Km.',Centro,70,0
S,M,30000.0,0,'Estudios universitarios (en curso)',Administrativo,0,1,'0-1 Km.',Centro,36,1
S,M,60000.0,3,'Estudios de postgrado',Gestión,1,2,'10+ Km.',Norte,73,0
S,M,50000.0,0,'Educación secundaria',Profesional,0,2,'1-2 Km.',Norte,38,1
S,F,30000.0,1,Licenciatura,Administrativo,0,0,'1-2 Km.',Centro,45,1
C,M,60000.0,2,'Educación secundaria',Profesional,0,2,'5-10 Km.',Norte,57,0
C,M,20000.0,4,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Sur,66,0
C,M,100000.0,2,'Estudios universitarios (en curso)',Profesional,1,4,'5-10 Km.',Centro,56,1
S,M,130000.0,2,'Estudios de postgrado',Gestión,0,3,'0-1 Km.',Norte,78,1
C,M,40000.0,3,'Estudios universitarios (en curso)',Profesional,1,2,'5-10 Km.',Norte,77,0
C,M,50000.0,2,'Estudios de postgrado',Gestión,1,2,'1-2 Km.',Norte,77,0
C,F,100000.0,0,'Educación secundaria',Gestión,0,4,'10+ Km.',Sur,42,0
C,M,70000.0,0,Licenciatura,Profesional,1,3,'10+ Km.',Sur,36,0
C,M,30000.0,0,'Educación secundaria','Obrero especializado',0,2,'0-1 Km.',Norte,32,0
C,F,30000.0,2,'Educación secundaria','Obrero especializado',1,2,'1-2 Km.',Norte,55,0
C,M,80000.0,5,Licenciatura,Profesional,1,4,'1-2 Km.',Sur,47,0
C,F,20000.0,3,'Educación secundaria (en curso)',Obrero,1,2,'1-2 Km.',Norte,59,0
C,F,40000.0,0,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Norte,37,0
C,M,80000.0,5,'Estudios universitarios (en curso)',Profesional,1,3,'5-10 Km.',Norte,52,0
S,F,90000.0,4,'Educación secundaria',Profesional,1,3,'10+ Km.',Centro,62,0
C,M,70000.0,1,'Estudios universitarios (en curso)','Obrero especializado',1,1,'0-1 Km.',Norte,50,1
S,F,40000.0,3,'Estudios universitarios (en curso)',Profesional,1,2,'5-10 Km.',Norte,78,0
C,M,40000.0,1,'Estudios universitarios (en curso)',Administrativo,1,1,'0-1 Km.',Norte,57,0
S,F,60000.0,3,'Estudios de postgrado',Gestión,1,2,'10+ Km.',Norte,75,0
C,F,40000.0,3,'Estudios universitarios (en curso)',Profesional,0,2,'5-10 Km.',Norte,76,1
C,F,80000.0,5,'Educación secundaria',Gestión,1,3,'10+ Km.',Centro,63,0
C,F,50000.0,1,'Estudios de postgrado','Obrero especializado',1,0,'0-1 Km.',Norte,41,1
C,M,60000.0,3,Licenciatura,'Obrero especializado',1,0,'2-5 Km.',Norte,47,0
C,M,60000.0,3,Licenciatura,Profesional,1,1,'0-1 Km.',Sur,48,0
C,F,10000.0,5,'Educación secundaria','Obrero especializado',1,4,'5-10 Km.',Sur,68,0
C,M,10000.0,0,'Educación secundaria (en curso)',Obrero,0,2,'0-1 Km.',Centro,37,0
S,M,20000.0,3,'Educación secundaria (en curso)',Administrativo,0,2,'1-2 Km.',Norte,57,0
S,F,120000.0,5,'Educación secundaria',Gestión,1,4,'10+ Km.',Centro,65,0
C,M,60000.0,3,'Estudios de postgrado',Gestión,1,2,'1-2 Km.',Norte,71,0
C,F,110000.0,3,Licenciatura,Gestión,1,4,'2-5 Km.',Norte,49,0
C,F,20000.0,2,'Educación secundaria (en curso)',Administrativo,1,2,'5-10 Km.',Sur,64,0
C,M,130000.0,1,Licenciatura,Gestión,1,3,'0-1 Km.',Norte,52,1
S,F,130000.0,1,'Estudios de postgrado',Gestión,0,1,'0-1 Km.',Sur,43,1
C,M,90000.0,1,Licenciatura,Profesional,1,1,'2-5 Km.',Sur,53,1
S,M,90000.0,0,Licenciatura,Profesional,0,4,'10+ Km.',Sur,43,1
S,F,70000.0,0,Licenciatura,Profesional,1,3,'10+ Km.',Sur,36,0
S,F,30000.0,0,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Norte,33,0
C,F,60000.0,3,'Estudios universitarios (en curso)','Obrero especializado',0,2,'0-1 Km.',Sur,52,0
C,F,100000.0,2,'Estudios de postgrado',Gestión,1,3,'5-10 Km.',Norte,71,0
C,F,70000.0,4,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,42,1
S,F,70000.0,2,Licenciatura,'Obrero especializado',0,1,'0-1 Km.',Norte,45,0
C,M,90000.0,1,'Estudios de postgrado',Gestión,1,0,'0-1 Km.',Sur,43,1
S,F,90000.0,4,'Educación secundaria',Gestión,1,3,'10+ Km.',Centro,62,0
C,F,20000.0,1,'Estudios universitarios (en curso)',Obrero,1,0,'2-5 Km.',Centro,53,0
S,F,40000.0,2,Licenciatura,Gestión,1,2,'5-10 Km.',Sur,69,1
C,F,70000.0,2,'Estudios de postgrado',Profesional,1,0,'0-1 Km.',Norte,40,1
S,F,40000.0,2,'Estudios universitarios (en curso)',Administrativo,1,1,'1-2 Km.',Norte,53,1
C,M,70000.0,2,'Educación secundaria (en curso)','Obrero especializado',1,2,'2-5 Km.',Norte,60,1
S,F,100000.0,3,Licenciatura,Gestión,0,3,'2-5 Km.',Centro,59,0
C,M,40000.0,1,'Estudios universitarios (en curso)',Administrativo,1,1,'1-2 Km.',Norte,58,1
C,M,30000.0,0,Licenciatura,Administrativo,1,0,'0-1 Km.',Centro,42,1
C,M,40000.0,1,'Estudios de postgrado','Obrero especializado',1,0,'1-2 Km.',Norte,40,0
S,F,30000.0,0,'Estudios universitarios (en curso)',Administrativo,0,1,'2-5 Km.',Centro,38,1
C,M,110000.0,0,'Educación secundaria',Gestión,1,3,'10+ Km.',Sur,40,1
S,F,80000.0,4,Licenciatura,Gestión,1,1,'2-5 Km.',Norte,49,0
C,F,60000.0,3,Licenciatura,Profesional,1,1,'2-5 Km.',Sur,47,0
S,F,20000.0,0,'Educación secundaria (en curso)',Obrero,0,2,'0-1 Km.',Centro,40,0
C,M,60000.0,1,'Estudios de postgrado','Obrero especializado',1,0,'2-5 Km.',Norte,41,0
S,F,70000.0,4,Licenciatura,Gestión,0,2,'1-2 Km.',Norte,69,1
S,M,50000.0,0,'Estudios de postgrado','Obrero especializado',0,0,'1-2 Km.',Norte,39,0
S,F,40000.0,3,'Estudios universitarios (en curso)',Administrativo,0,2,'0-1 Km.',Norte,38,0
S,F,90000.0,5,Licenciatura,Gestión,1,2,'5-10 Km.',Norte,71,0
S,F,40000.0,2,Licenciatura,Gestión,1,2,'5-10 Km.',Sur,74,0
S,F,80000.0,0,Licenciatura,Gestión,0,1,'2-5 Km.',Norte,40,0
S,F,20000.0,0,'Educación secundaria',Obrero,0,1,'5-10 Km.',Centro,37,0
S,F,80000.0,5,'Estudios universitarios (en curso)',Profesional,0,3,'1-2 Km.',Norte,53,0
S,F,50000.0,4,Licenciatura,'Obrero especializado',0,2,'0-1 Km.',Norte,48,1
S,M,20000.0,2,'Educación secundaria',Obrero,1,0,'0-1 Km.',Centro,48,1
S,F,60000.0,1,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,41,0
C,F,70000.0,5,'Educación secundaria',Profesional,1,2,'2-5 Km.',Centro,68,0
C,F,60000.0,1,'Estudios de postgrado',Profesional,1,0,'0-1 Km.',Norte,42,0
C,M,80000.0,2,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5-10 Km.',Sur,57,1
C,M,70000.0,4,'Estudios universitarios (en curso)',Profesional,1,1,'1-2 Km.',Norte,62,0
C,F,60000.0,2,'Educación secundaria',Profesional,1,2,'5-10 Km.',Norte,55,1
S,F,80000.0,0,Licenciatura,Gestión,0,1,'0-1 Km.',Norte,45,1
C,F,10000.0,3,'Estudios universitarios (en curso)',Obrero,1,1,'0-1 Km.',Centro,70,0
C,M,10000.0,5,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Sur,68,0
C,M,60000.0,3,'Estudios de postgrado',Gestión,1,2,'10+ Km.',Norte,71,0
C,F,30000.0,1,'Educación secundaria',Administrativo,0,2,'0-1 Km.',Norte,57,0
C,M,40000.0,2,Licenciatura,Gestión,1,2,'5-10 Km.',Sur,75,0
S,F,80000.0,5,'Estudios de postgrado','Obrero especializado',1,0,'1-2 Km.',Norte,54,0
S,F,40000.0,0,Licenciatura,Profesional,0,1,'2-5 Km.',Norte,52,0
S,F,70000.0,4,'Educación secundaria',Profesional,1,0,'5-10 Km.',Norte,57,1
S,M,30000.0,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5-10 Km.',Norte,35,0
S,F,60000.0,3,Licenciatura,Profesional,1,2,'5-10 Km.',Sur,50,0
C,M,130000.0,2,'Estudios universitarios (en curso)',Profesional,1,2,'0-1 Km.',Centro,54,1
S,F,70000.0,2,Licenciatura,'Obrero especializado',0,1,'0-1 Km.',Norte,44,1
S,M,70000.0,2,'Educación secundaria (en curso)','Obrero especializado',0,2,'1-2 Km.',Norte,56,0
S,F,20000.0,3,'Educación secundaria',Obrero,1,0,'0-1 Km.',Centro,49,0
S,F,20000.0,1,'Estudios universitarios (en curso)',Obrero,0,0,'0-1 Km.',Centro,44,1
C,F,70000.0,5,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,47,0
C,M,120000.0,0,'Educación secundaria (en curso)',Profesional,1,4,'10+ Km.',Sur,40,1
C,M,30000.0,3,Licenciatura,Administrativo,1,0,'0-1 Km.',Centro,52,1
C,F,90000.0,0,Licenciatura,Profesional,0,3,'10+ Km.',Sur,40,0
C,M,60000.0,0,'Estudios de postgrado',Profesional,1,0,'0-1 Km.',Norte,48,0
S,M,70000.0,5,Licenciatura,Profesional,1,4,'10+ Km.',Sur,46,1
S,F,40000.0,0,'Estudios de postgrado',Administrativo,0,0,'0-1 Km.',Centro,44,1
C,F,60000.0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5-10 Km.',Norte,38,0
C,F,130000.0,3,'Educación secundaria',Profesional,1,4,'0-1 Km.',Centro,59,0
S,F,30000.0,0,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Norte,37,0
C,M,60000.0,3,'Estudios de postgrado',Gestión,0,2,'1-2 Km.',Norte,74,0
S,F,50000.0,3,Licenciatura,'Obrero especializado',1,2,'2-5 Km.',Norte,47,1
C,M,10000.0,1,'Educación secundaria',Obrero,1,1,'2-5 Km.',Centro,52,0
C,M,40000.0,1,Licenciatura,'Obrero especializado',1,0,'0-1 Km.',Centro,49,0
S,F,60000.0,1,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,42,0
S,M,60000.0,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'5-10 Km.',Norte,35,1
C,F,130000.0,0,'Estudios de postgrado',Gestión,1,3,'0-1 Km.',Sur,53,1
C,M,60000.0,3,'Estudios de postgrado',Gestión,1,2,'10+ Km.',Norte,73,0
C,M,40000.0,1,Licenciatura,'Obrero especializado',1,0,'1-2 Km.',Centro,40,1
C,M,70000.0,5,'Estudios de postgrado',Profesional,0,0,'0-1 Km.',Norte,43,1
S,M,130000.0,2,Licenciatura,Gestión,0,4,'0-1 Km.',Centro,54,0
C,F,110000.0,2,'Estudios de postgrado',Gestión,1,2,'5-10 Km.',Norte,71,0
S,F,150000.0,4,'Estudios universitarios (en curso)',Gestión,0,4,'10+ Km.',Centro,63,0
C,F,110000.0,3,Licenciatura,Gestión,1,4,'5-10 Km.',Centro,68,0
S,F,70000.0,1,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5-10 Km.',Sur,56,1
S,F,70000.0,0,Licenciatura,Profesional,1,1,'5-10 Km.',Sur,44,1
C,F,50000.0,1,Licenciatura,'Obrero especializado',1,0,'2-5 Km.',Norte,42,1
C,F,70000.0,3,'Estudios universitarios (en curso)',Profesional,0,2,'0-1 Km.',Norte,57,1
C,M,70000.0,1,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5-10 Km.',Sur,55,0
S,M,60000.0,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'1-2 Km.',Norte,35,0
C,M,10000.0,0,'Estudios universitarios (en curso)',Obrero,1,1,'2-5 Km.',Sur,33,1
S,M,80000.0,0,Licenciatura,Gestión,0,1,'2-5 Km.',Norte,40,0
S,M,40000.0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5-10 Km.',Norte,37,0
S,M,40000.0,0,Licenciatura,Profesional,1,0,'0-1 Km.',Centro,47,1
S,F,70000.0,2,'Estudios de postgrado',Profesional,1,1,'2-5 Km.',Norte,53,1
S,M,100000.0,0,'Educación secundaria',Gestión,0,4,'10+ Km.',Sur,42,1
S,M,30000.0,0,'Educación secundaria',Obrero,0,1,'2-5 Km.',Centro,42,0
C,F,80000.0,5,Licenciatura,Profesional,1,4,'0-1 Km.',Sur,46,0
C,M,40000.0,3,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5-10 Km.',Sur,59,1
S,M,80000.0,0,Licenciatura,Profesional,1,3,'10+ Km.',Sur,38,1
C,M,130000.0,1,'Estudios de postgrado',Gestión,1,4,'0-1 Km.',Norte,47,0
C,M,40000.0,1,Licenciatura,'Obrero especializado',1,1,'0-1 Km.',Centro,51,1
S,M,70000.0,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'0-1 Km.',Norte,45,0
S,M,80000.0,4,'Estudios de postgrado',Gestión,1,0,'0-1 Km.',Sur,43,1
C,F,10000.0,0,'Educación secundaria (en curso)',Obrero,1,2,'0-1 Km.',Centro,39,0
S,M,130000.0,2,'Estudios de postgrado',Gestión,0,2,'0-1 Km.',Norte,48,0
S,M,30000.0,0,'Estudios universitarios (en curso)',Administrativo,0,1,'0-1 Km.',Centro,36,1
C,F,60000.0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5-10 Km.',Norte,38,0
C,M,20000.0,0,'Educación secundaria (en curso)',Obrero,1,2,'1-2 Km.',Centro,41,0
S,M,30000.0,1,Licenciatura,Administrativo,0,0,'0-1 Km.',Centro,46,1
C,M,110000.0,4,Licenciatura,Gestión,1,3,'2-5 Km.',Sur,54,0
C,F,30000.0,0,Licenciatura,Administrativo,1,0,'0-1 Km.',Centro,42,1
C,F,100000.0,0,'Educación secundaria',Gestión,0,2,'10+ Km.',Sur,40,1
C,F,40000.0,1,'Estudios universitarios (en curso)',Administrativo,1,1,'0-1 Km.',Norte,57,0
C,F,80000.0,4,'Estudios de postgrado',Gestión,1,1,'0-1 Km.',Sur,42,0
S,F,10000.0,1,Licenciatura,Administrativo,0,0,'0-1 Km.',Centro,55,0
C,F,80000.0,5,Licenciatura,Gestión,1,2,'5-10 Km.',Norte,70,0
S,F,80000.0,2,'Educación secundaria (en curso)','Obrero especializado',0,2,'1-2 Km.',Norte,57,0
S,F,10000.0,0,'Estudios universitarios (en curso)',Obrero,1,1,'1-2 Km.',Sur,34,1
C,M,10000.0,3,Licenciatura,Administrativo,1,2,'0-1 Km.',Centro,91,0
C,F,60000.0,2,Licenciatura,Profesional,0,1,'0-1 Km.',Sur,44,1
S,F,80000.0,2,'Estudios universitarios (en curso)','Obrero especializado',1,2,'5-10 Km.',Sur,59,0
S,F,70000.0,0,Licenciatura,Profesional,0,1,'0-1 Km.',Sur,44,1
S,F,80000.0,3,'Estudios universitarios (en curso)',Profesional,1,0,'2-5 Km.',Norte,56,1
C,F,70000.0,4,Licenciatura,Gestión,1,2,'2-5 Km.',Norte,68,0
S,M,60000.0,2,'Estudios universitarios (en curso)',Profesional,1,1,'10+ Km.',Norte,62,0
C,M,30000.0,0,Licenciatura,Administrativo,0,0,'0-1 Km.',Centro,54,1
S,M,40000.0,0,'Educación secundaria','Obrero especializado',0,2,'1-2 Km.',Norte,36,0
C,F,30000.0,3,'Estudios de postgrado',Administrativo,0,0,'0-1 Km.',Centro,52,1
S,M,30000.0,0,'Estudios universitarios (en curso)',Administrativo,1,1,'2-5 Km.',Centro,35,1
C,M,70000.0,5,'Educación secundaria',Profesional,0,2,'2-5 Km.',Centro,68,1
C,F,20000.0,2,'Educación secundaria (en curso)',Administrativo,1,2,'5-10 Km.',Sur,63,1
C,F,40000.0,2,'Estudios universitarios (en curso)',Administrativo,0,1,'0-1 Km.',Norte,53,0
S,M,60000.0,0,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,46,1
C,M,20000.0,4,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Sur,64,1
C,F,40000.0,2,Licenciatura,Gestión,1,2,'5-10 Km.',Sur,72,1
C,F,40000.0,1,Licenciatura,'Obrero especializado',1,1,'0-1 Km.',Norte,42,1
S,M,30000.0,2,'Estudios universitarios (en curso)',Administrativo,1,1,'0-1 Km.',Centro,47,1
C,F,60000.0,2,'Estudios universitarios (en curso)',Profesional,1,1,'10+ Km.',Norte,62,0
S,M,70000.0,1,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5-10 Km.',Sur,56,0
C,F,30000.0,0,'Educación secundaria','Obrero especializado',1,2,'5-10 Km.',Norte,37,0
C,M,40000.0,1,Licenciatura,'Obrero especializado',1,1,'1-2 Km.',Centro,40,1
C,F,90000.0,0,Licenciatura,Profesional,0,4,'10+ Km.',Sur,41,0
C,F,60000.0,4,Licenciatura,'Obrero especializado',1,2,'2-5 Km.',Norte,49,0
C,F,60000.0,3,'Estudios de postgrado',Gestión,1,2,'10+ Km.',Norte,72,1
S,M,20000.0,0,'Educación secundaria',Obrero,0,1,'2-5 Km.',Centro,36,0
S,M,50000.0,4,Licenciatura,Gestión,0,2,'1-2 Km.',Norte,70,0
C,F,70000.0,0,'Estudios universitarios (en curso)',Profesional,1,2,'5-10 Km.',Norte,40,1
C,M,100000.0,2,'Estudios de postgrado',Gestión,1,3,'1-2 Km.',Norte,72,0
C,F,60000.0,4,Licenciatura,Profesional,0,0,'0-1 Km.',Norte,53,0
S,F,80000.0,0,Licenciatura,Gestión,0,1,'0-1 Km.',Norte,44,1
C,F,20000.0,2,'Educación secundaria',Obrero,0,2,'0-1 Km.',Norte,60,0
C,F,130000.0,3,Licenciatura,Gestión,1,4,'1-2 Km.',Norte,50,0
S,M,70000.0,5,Licenciatura,Gestión,1,2,'10+ Km.',Norte,67,0
S,F,60000.0,4,Licenciatura,Gestión,1,2,'10+ Km.',Norte,69,0
C,F,70000.0,2,'Educación secundaria (en curso)','Obrero especializado',1,2,'5-10 Km.',Norte,56,0
C,M,20000.0,1,Licenciatura,Administrativo,1,0,'0-1 Km.',Centro,74,0
S,M,20000.0,0,'Educación secundaria (en curso)',Obrero,0,2,'1-2 Km.',Centro,32,0
C,F,10000.0,0,'Estudios universitarios (en curso)',Obrero,0,1,'0-1 Km.',Sur,33,1
S,F,40000.0,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'1-2 Km.',Norte,34,0
C,F,160000.0,2,'Estudios universitarios (en curso)',Gestión,0,3,'10+ Km.',Centro,63,0
C,M,60000.0,2,Licenciatura,Gestión,1,0,'2-5 Km.',Norte,65,0
C,F,40000.0,2,'Estudios universitarios (en curso)',Administrativo,1,1,'0-1 Km.',Norte,55,0
C,M,130000.0,2,'Estudios de postgrado',Gestión,1,2,'0-1 Km.',Norte,48,0
C,M,60000.0,4,Licenciatura,'Obrero especializado',1,3,'10+ Km.',Norte,48,0
C,M,60000.0,3,Licenciatura,Profesional,1,2,'5-10 Km.',Sur,49,0
C,F,40000.0,1,Licenciatura,'Obrero especializado',1,0,'0-1 Km.',Centro,48,0
S,F,10000.0,4,'Educación secundaria',Obrero,1,2,'0-1 Km.',Centro,84,0
C,F,60000.0,0,'Estudios de postgrado',Profesional,1,0,'2-5 Km.',Norte,47,0
